transaction_id,timestamp,amount,transaction_type,location,client_credit_score,transaction_frequency,customer_age,annual_income,account_balance,num_previous_loans,customer_tenure,num_dependents,education_level,marital_status,housing_type,fraud
401,2023-01-06 18:28:00,123.02619501025956,pago,Region_C,369,4,88,36181.76260740842,7339.346397851087,9,0,2,2,divorciado,propia,0
402,2023-01-05 03:09:00,65.97353361648356,retiro,Region_D,351,7,79,33785.04352191043,55198.428639898746,9,30,3,2,casado,alquilada,0
403,2023-01-01 19:10:00,226.82247391877763,pago,Region_A,736,3,79,22524.315654375576,2315.1209736200885,1,29,5,3,viudo,otro,0
404,2023-01-17 15:04:00,405.5896188925366,pago,Region_D,677,4,53,129111.3270511372,271399.52732765814,4,18,3,3,casado,propia,0
405,2023-01-25 02:19:00,50.934230871311826,retiro,Region_B,393,3,37,51988.32538870585,97262.54369341975,3,26,0,1,divorciado,familiar,0
406,2023-01-07 09:24:00,53.689416862742256,transferencia,Region_C,385,2,35,44603.01091917082,35745.652421044426,5,28,1,4,viudo,familiar,0
407,2023-01-01 18:01:00,52.41854741436085,pago,Region_B,817,3,89,43752.75825927411,97939.83294630471,8,25,2,4,divorciado,alquilada,0
408,2023-01-21 08:25:00,39.23822280189286,transferencia,Region_D,729,2,120,54459.06786182065,11851.957123702561,10,27,1,1,casado,otro,0
409,2023-01-12 17:36:00,152.18259139496664,solicitud_credito,Region_C,342,2,22,61334.08453156562,38511.601412191885,6,25,0,1,viudo,otro,0
410,2023-01-06 10:05:00,142.29407626200353,solicitud_credito,Region_C,669,2,63,54478.27017172807,580.9128102491123,3,22,2,3,viudo,otro,0
411,2023-01-04 15:17:00,65.13238390120158,retiro,Region_C,703,3,58,57236.81998044568,59151.72794422249,7,20,0,3,soltero,otro,0
412,2023-01-14 22:16:00,4.56892541621079,transferencia,Region_A,602,2,69,64568.96459388951,34175.41922738933,8,22,1,3,viudo,familiar,0
413,2023-01-03 07:43:00,37.04251918093799,retiro,Region_B,481,4,20,39858.18203993418,50398.00609516565,4,4,2,2,divorciado,propia,0
414,2023-01-10 09:00:00,34.57393087773163,retiro,Region_D,468,1,75,72097.55761990114,79471.88013664364,8,18,0,1,divorciado,otro,0
415,2023-01-21 09:35:00,166.64699906090442,pago,Region_A,502,2,42,39725.37325082508,55118.620371985,6,6,3,2,divorciado,otro,0
416,2023-01-07 17:02:00,9.165001713738043,solicitud_credito,Region_D,842,3,85,43030.760907567994,66527.24728256221,7,27,1,2,casado,propia,0
417,2023-01-12 18:44:00,163.8225214428436,retiro,Region_A,401,4,58,14558.889297442278,47219.329612839356,4,2,2,4,casado,alquilada,0
418,2023-01-06 15:30:00,110.61918980668075,pago,Region_C,645,0,79,39286.21164162017,74790.28315424905,0,18,1,2,divorciado,propia,0
419,2023-01-14 13:31:00,131.84168922168598,pago,Region_A,741,3,58,23530.780757025663,60250.73361598038,1,23,3,1,casado,otro,0
420,2023-01-02 03:59:00,56.600926097033856,transferencia,Region_B,549,1,50,73412.12042071803,86584.49977834393,7,23,2,2,soltero,alquilada,0
421,2023-01-03 10:26:00,113.85777626123581,solicitud_credito,Region_B,482,2,55,67162.7125097697,75589.07501742363,1,26,6,4,viudo,propia,0
422,2023-01-10 05:24:00,93.91217491203497,transferencia,Region_D,601,2,35,37821.17969125243,23204.269896569753,10,21,1,1,soltero,propia,0
423,2023-01-06 00:53:00,146.52518371943756,transferencia,Region_C,579,7,71,41011.2153373795,52448.05612079862,5,7,1,3,viudo,otro,0
424,2023-01-14 06:48:00,59.19811515174066,retiro,Region_C,388,3,66,20582.657392408546,87495.1281496011,0,16,3,2,viudo,alquilada,0
425,2023-01-20 09:32:00,64.02239026206225,transferencia,Region_D,724,3,78,33198.34236333863,85889.96603098109,4,13,1,1,casado,otro,1
426,2023-01-07 13:15:00,103.16348705149329,retiro,Region_B,584,3,33,60411.0713821778,47713.59482853942,8,30,2,2,soltero,propia,0
427,2023-01-10 05:36:00,11.437602648370287,transferencia,Region_B,429,3,61,74509.2651346626,31377.915856817417,0,18,0,3,divorciado,alquilada,0
428,2023-01-22 03:25:00,57.313454052294745,pago,Region_D,547,3,48,47694.1995307397,21062.937429173868,9,27,5,3,divorciado,otro,0
429,2023-01-10 04:45:00,357.37967815068856,solicitud_credito,Region_C,488,3,44,51394.23510251051,19434.85418181572,4,17,2,2,divorciado,alquilada,0
430,2023-01-21 05:24:00,3.827557280161827,solicitud_credito,Region_D,390,4,58,51972.69855814018,14383.94834152974,0,28,4,1,divorciado,otro,0
431,2023-01-21 18:19:00,37.98042661588542,solicitud_credito,Region_D,464,3,20,39334.04920897674,99962.91566374636,10,21,1,3,divorciado,familiar,0
432,2023-01-25 11:27:00,37.703775020751394,pago,Region_A,847,2,51,55138.420346743434,66259.45453254733,3,6,0,4,casado,familiar,0
433,2023-01-21 07:02:00,100.3658861317209,pago,Region_D,629,8,27,43973.76301633785,31457.65436031188,3,26,3,3,divorciado,alquilada,0
434,2023-01-19 04:51:00,11.182621713284071,transferencia,Region_B,840,2,74,62357.73366372221,29325.992627160358,9,4,1,1,casado,familiar,0
435,2023-01-26 20:20:00,99.03249437297838,transferencia,Region_D,379,4,46,48717.0501795812,30546.16709754582,3,18,2,3,soltero,propia,0
436,2023-01-19 12:06:00,9.986480107921908,transferencia,Region_C,468,2,55,20391.462005351954,87246.99585428277,6,16,2,4,soltero,propia,0
437,2023-01-27 20:09:00,9.976911827153824,transferencia,Region_C,844,4,23,59720.583520516964,51319.0991194741,8,16,0,2,divorciado,alquilada,0
438,2023-01-17 00:09:00,130.26275473092304,solicitud_credito,Region_B,392,1,31,52435.09134498709,27149.031836698057,7,2,2,4,soltero,propia,0
439,2023-01-10 18:29:00,39.17621842252163,transferencia,Region_C,678,2,21,40558.27022856097,79841.11614536573,4,12,2,3,casado,propia,1
440,2023-01-23 15:00:00,379.0821274121105,pago,Region_D,508,0,62,49063.21096483198,75022.74466859364,8,2,4,1,divorciado,alquilada,0
441,2023-01-23 02:43:00,3.8068431178198066,pago,Region_B,493,1,56,31032.560359331965,46760.165784231,10,1,2,4,divorciado,otro,0
442,2023-01-02 23:29:00,58.89793705852361,pago,Region_C,563,1,71,28527.22655684237,68875.41259148669,8,2,4,3,viudo,propia,0
443,2023-01-28 21:18:00,12.00635639687127,retiro,Region_D,546,3,43,42080.57790253378,73814.57737931416,10,20,2,2,casado,familiar,0
444,2023-01-17 04:09:00,43.290665695465094,retiro,Region_C,747,4,46,55958.341210612016,4952.9047683237295,5,26,4,2,viudo,alquilada,0
445,2023-01-25 11:37:00,633.251960992219,retiro,Region_A,820,6,79,58092.75719183136,87552.78299852909,4,4,1,3,soltero,propia,0
446,2023-01-07 19:43:00,219.68072700677968,transferencia,Region_C,778,4,25,26976.204031517,28698.679151941218,1,10,4,1,casado,familiar,0
447,2023-01-30 03:35:00,4.953106786897223,solicitud_credito,Region_B,576,6,56,49732.91551839143,98110.36624878182,8,26,0,4,viudo,otro,0
448,2023-01-07 15:00:00,82.84077103109125,solicitud_credito,Region_D,428,1,35,27994.58635041398,90820.80592355621,9,0,2,2,divorciado,alquilada,0
449,2023-01-12 08:44:00,104.36194149210188,transferencia,Region_D,601,4,90,51415.74899111057,1929.6459611323091,0,27,1,2,soltero,otro,0
450,2023-01-04 04:51:00,23.51334233552712,transferencia,Region_B,813,2,39,46102.397802285705,62093.10247944889,7,18,3,2,divorciado,alquilada,0
451,2023-01-20 05:03:00,15.677729532603724,retiro,Region_A,659,6,35,53090.34423543957,96511.59643596207,2,20,4,4,soltero,otro,0
452,2023-01-27 20:06:00,234.7385142258303,pago,Region_D,656,1,54,35520.77301584215,56497.09616687512,4,19,0,3,casado,otro,0
453,2023-01-22 12:17:00,346.78642936855636,pago,Region_B,765,20,50,75328.31326833776,61563.16541564166,4,27,2,1,casado,otro,1
454,2023-01-21 06:08:00,481.500979348198,retiro,Region_C,471,1,65,88585.70736858208,93098.04095987862,6,17,1,1,viudo,familiar,0
455,2023-01-18 16:31:00,155.9513980434925,retiro,Region_A,387,5,65,44919.995049295336,57276.136518590094,3,9,5,1,divorciado,familiar,0
456,2023-01-16 18:07:00,108.9163279709005,solicitud_credito,Region_B,799,4,19,35276.955027377495,24439.296751854654,0,10,1,1,soltero,propia,0
457,2023-01-01 14:11:00,42.423555414203804,retiro,Region_C,382,2,43,27776.66363064134,46028.859917104746,0,4,2,3,soltero,propia,0
458,2023-01-13 13:11:00,18.80157125617069,pago,Region_D,816,3,34,24135.47170353426,34999.391770581315,10,18,2,1,soltero,propia,0
459,2023-01-05 17:53:00,8.227417819975482,pago,Region_D,850,4,21,69958.96602815008,16712.08303177203,3,20,3,1,divorciado,propia,0
460,2023-01-09 06:58:00,118.18769540697531,transferencia,Region_A,621,3,26,39745.02148988229,21411.730276349528,1,13,5,4,soltero,alquilada,0
461,2023-01-25 10:35:00,153.58316365845178,solicitud_credito,Region_C,764,2,27,22870.094607337134,6109.251729045062,10,27,2,4,casado,familiar,0
462,2023-01-19 03:44:00,175.13105824445205,transferencia,Region_B,440,1,86,26577.859564904506,16875.39230110914,1,0,1,2,divorciado,otro,0
463,2023-01-03 18:40:00,245.06791895503483,solicitud_credito,Region_D,435,7,55,24842.113971869905,25928.55733001148,1,26,4,1,casado,alquilada,0
464,2023-01-04 12:12:00,211.96767387191932,transferencia,Region_B,629,3,66,75366.09753758594,75830.90978423305,3,11,1,3,divorciado,propia,0
465,2023-01-25 15:46:00,825.9734238698746,solicitud_credito,Region_B,694,2,57,78397.96939667653,36598.635848253056,0,10,1,3,soltero,familiar,0
466,2023-01-20 11:54:00,27.979857697896314,retiro,Region_B,455,3,66,45349.29786046155,69096.60546222738,4,22,1,3,divorciado,familiar,0
467,2023-01-27 11:55:00,144.09939354014176,pago,Region_A,338,6,36,42766.54347537048,99615.68506838461,7,4,1,4,divorciado,familiar,0
468,2023-01-29 07:30:00,88.299985486139,retiro,Region_B,581,5,54,7685.972642539062,58173.38531112763,1,10,1,3,soltero,alquilada,0
469,2023-01-23 10:40:00,30.278912138821585,solicitud_credito,Region_A,837,4,66,21109.78988887914,61413.77706412727,0,24,2,4,divorciado,propia,0
470,2023-01-27 14:24:00,401.2137432953608,solicitud_credito,Region_A,843,1,23,31726.530845730133,55220.85576074531,4,6,2,3,casado,familiar,0
471,2023-01-03 17:13:00,228.1783991537687,transferencia,Region_C,345,1,81,61616.03373428464,39550.63453441751,1,10,4,1,casado,familiar,0
472,2023-01-13 02:50:00,13.755739289178873,solicitud_credito,Region_D,543,1,40,97476.69405009988,18574.74821628402,3,27,1,4,divorciado,familiar,0
473,2023-01-17 17:47:00,2.650655767594803,retiro,Region_B,846,2,48,64673.9924337738,97750.89483815605,3,15,2,3,divorciado,alquilada,0
474,2023-01-15 10:04:00,116.5812789195617,solicitud_credito,Region_C,749,4,70,46557.783060895745,47796.743218935844,2,29,5,2,divorciado,propia,0
475,2023-01-15 05:31:00,92.66709929968493,solicitud_credito,Region_C,577,4,50,52818.98530487255,93588.37788654599,5,27,3,1,viudo,propia,0
476,2023-01-27 17:34:00,274.59954641218116,transferencia,Region_C,705,4,34,52020.80194104678,25982.634975326702,1,7,1,4,soltero,otro,0
477,2023-01-03 08:13:00,26.658001156349965,solicitud_credito,Region_C,345,7,82,43077.88278696877,10854.470474703292,10,22,4,2,casado,otro,0
478,2023-01-09 10:41:00,8.81625279224101,transferencia,Region_C,819,3,84,46500.89185938084,636875.7270007343,10,11,4,2,divorciado,familiar,0
479,2023-01-23 05:16:00,30.004529480066015,pago,Region_B,570,5,62,15183.80817941545,85133.82203620803,0,24,1,3,casado,propia,0
480,2023-01-19 20:02:00,1.9109061190458385,transferencia,Region_C,537,4,54,34924.84106553671,66221.32532590449,0,8,0,3,viudo,familiar,0
481,2023-01-25 04:50:00,3.655273660646394,solicitud_credito,Region_D,466,3,44,41538.23450047271,74283.18921978903,6,13,2,2,casado,alquilada,0
482,2023-01-19 23:50:00,246.3432548662353,pago,Region_A,675,4,37,27445.51339131925,60842.60845499796,10,16,2,3,casado,propia,0
483,2023-01-20 01:52:00,43.38901732379755,solicitud_credito,Region_A,500,2,59,53782.11648593717,74636.98378027666,9,17,3,3,soltero,propia,0
484,2023-01-20 23:21:00,52.900487117308145,transferencia,Region_D,531,4,42,60433.74373200679,34447.84222898279,4,5,1,1,divorciado,otro,0
485,2023-01-18 14:31:00,1.8542509207439828,retiro,Region_B,745,3,87,75644.51701404614,38946.54374448121,4,7,1,1,soltero,familiar,0
486,2023-01-17 01:32:00,31.542576776637105,pago,Region_A,717,7,68,41298.724352183126,78025.68727090569,8,11,2,1,viudo,propia,0
487,2023-01-11 15:05:00,163.3351495221835,retiro,Region_D,453,5,56,11807.133098653881,80146.92807280134,6,3,2,1,divorciado,otro,0
488,2023-01-07 19:37:00,95.5787978392733,retiro,Region_D,667,2,47,81688.84224969734,8257.8173316044,8,24,2,4,casado,propia,0
489,2023-01-08 19:41:00,140.15322750231223,pago,Region_C,386,2,64,30019.05546712743,1694.1576753346621,4,17,3,3,casado,alquilada,0
490,2023-01-01 06:57:00,59.27838635557453,retiro,Region_A,829,4,64,90752.80037736363,66652.65709989896,8,5,2,1,viudo,otro,0
491,2023-01-29 20:56:00,37.06713261277766,retiro,Region_C,353,3,67,80385.6970508292,8443.397416679032,5,29,2,2,soltero,familiar,0
492,2023-01-15 03:18:00,65.934514760427,retiro,Region_B,341,5,45,42924.70146916132,17140.361382448187,0,23,3,1,casado,propia,0
493,2023-01-03 06:27:00,39.01889870687285,retiro,Region_A,648,5,48,43599.384469038385,19721.125381271053,7,1,2,4,divorciado,propia,0
494,2023-01-12 22:49:00,182.61714063465837,pago,Region_A,529,3,90,25118.30186111115,50933.77587594904,7,16,4,1,casado,familiar,0
495,2023-01-17 16:52:00,35.33571903361655,solicitud_credito,Region_D,735,15,65,3616.592647708145,20111.413350244857,6,6,3,1,soltero,otro,0
496,2023-01-27 17:53:00,107.81147277562502,retiro,Region_A,440,2,83,60232.93691908177,18088.130377805912,4,25,3,3,casado,otro,0
497,2023-01-19 02:52:00,14.731998823779879,pago,Region_B,587,3,70,46404.93210394379,1064.4010673095395,5,8,3,3,divorciado,alquilada,0
498,2023-01-08 20:58:00,116.11256417951348,pago,Region_B,621,4,77,72239.65181696156,76654.5014304427,4,23,1,1,casado,familiar,0
499,2023-01-01 06:52:00,244.52980687886446,pago,Region_A,741,5,64,75164.25469234814,13588.109374731283,0,23,5,3,viudo,alquilada,0
500,2023-01-06 05:43:00,93.79821862133124,pago,Region_D,466,4,62,13868.769886110429,56875.97866640187,1,14,1,4,viudo,otro,0
501,2023-01-29 00:35:00,82.06519243340156,transferencia,Region_B,762,3,18,50816.187159438115,29970.004686026565,5,6,3,2,viudo,propia,0
502,2023-01-24 06:16:00,324.72307536135645,solicitud_credito,Region_C,755,8,83,92429.68390001144,18298.80439860946,6,23,1,1,casado,propia,0
503,2023-01-17 08:28:00,98.72405758650228,solicitud_credito,Region_B,372,0,40,29511.317080492106,34685.45846886797,0,23,1,4,divorciado,familiar,0
504,2023-01-20 00:24:00,30.049775464712813,retiro,Region_A,569,5,37,72816.00417297453,25746.51238816944,9,19,2,2,divorciado,alquilada,0
505,2023-01-27 21:56:00,34.58636314289443,pago,Region_C,518,4,50,56753.69887420105,43324.17401942642,7,18,2,1,casado,familiar,0
506,2023-01-14 02:48:00,122.18199294854838,transferencia,Region_A,846,1,65,55577.396528175275,69016.36103794916,5,27,0,3,viudo,familiar,0
507,2023-01-25 19:35:00,132.96743357777268,pago,Region_A,482,3,33,48331.541955861605,5092.606008958977,4,3,3,3,divorciado,propia,0
508,2023-01-13 03:46:00,36.16820755673141,retiro,Region_A,377,3,56,24319.701233734446,18325.792889232194,9,14,0,1,casado,propia,0
509,2023-01-15 05:03:00,42.36453384296278,solicitud_credito,Region_D,607,3,24,17344.861786420544,8027.340082008339,2,12,3,3,soltero,familiar,0
510,2023-01-13 11:15:00,471.6829244675412,retiro,Region_D,627,5,120,36726.478259836214,96781.26068683535,4,7,2,3,casado,otro,0
511,2023-01-27 06:41:00,10.753237196487731,retiro,Region_B,720,2,61,27014.28670008753,57391.53213122793,4,11,5,4,viudo,propia,0
512,2023-01-04 13:04:00,51.85974604691086,retiro,Region_A,535,4,66,59821.033035302586,82034.18028013378,8,22,1,2,casado,otro,0
513,2023-01-25 05:51:00,6.448255598099105,retiro,Region_C,761,1,21,91501.43395906477,26667.369278955623,10,4,2,3,viudo,otro,0
514,2023-01-17 02:30:00,172.08073455199872,retiro,Region_C,838,5,30,79843.44446485053,89539.96867323139,8,17,2,4,divorciado,familiar,0
515,2023-01-06 02:37:00,9.689185282986507,retiro,Region_C,337,4,43,39637.94549958228,62898.46708955388,7,8,1,2,divorciado,propia,0
516,2023-01-23 13:19:00,112.0880463706579,retiro,Region_D,725,2,30,72975.02407406626,40597.55258087584,6,9,1,4,casado,otro,0
517,2023-01-26 03:28:00,5.81413457040982,solicitud_credito,Region_D,733,1,60,66639.91221045966,60056.295375074485,10,21,2,3,divorciado,familiar,0
518,2023-01-14 23:50:00,111.73518968670018,solicitud_credito,Region_A,658,1,29,54201.5289554727,12746.937271666437,6,1,3,4,soltero,alquilada,0
519,2023-01-04 22:04:00,185.1744832078157,pago,Region_C,330,4,50,83646.99846655692,31314.72084737088,5,26,1,1,casado,alquilada,0
520,2023-01-03 00:34:00,50.88634283379642,pago,Region_C,504,0,84,13291.311149194553,53923.22542185975,4,0,1,3,soltero,propia,0
521,2023-01-15 19:52:00,73.84092121227886,transferencia,Region_D,480,3,24,36310.414684842515,64044.70786644696,2,21,3,3,viudo,otro,0
522,2023-01-10 23:57:00,51.3398494102248,transferencia,Region_D,339,5,24,65713.7829148073,21675.9878952839,3,10,5,1,divorciado,propia,0
523,2023-01-29 20:35:00,35.7373414430519,solicitud_credito,Region_C,722,4,60,56152.296744347914,99186.66347243197,5,29,2,3,viudo,otro,0
524,2023-01-01 12:08:00,162.58895039260818,solicitud_credito,Region_C,456,1,65,36577.71365437645,83307.78077860121,6,18,2,4,viudo,alquilada,0
525,2023-01-01 11:38:00,31.745776613646647,transferencia,Region_B,467,2,43,22384.313646977465,57997.431829608955,1,2,2,2,viudo,familiar,0
526,2023-01-28 17:54:00,128.35335495683626,solicitud_credito,Region_D,381,3,76,19789.099405834255,97331.95825306383,2,27,3,2,viudo,familiar,0
527,2023-01-10 16:03:00,23.092005919323203,transferencia,Region_A,401,3,73,47000.56700858788,51260.32178911068,6,9,2,1,divorciado,propia,0
528,2023-01-12 15:39:00,28.74871528876063,pago,Region_A,388,4,57,64003.088614125576,94715.9660716141,9,8,1,1,soltero,propia,0
529,2023-01-06 03:20:00,41.01678927514364,solicitud_credito,Region_C,644,2,83,75921.69468771202,75175.73125801346,6,27,3,1,soltero,alquilada,0
530,2023-01-17 23:46:00,88.95426171637453,solicitud_credito,Region_D,609,5,32,28904.106816844702,21734.646256907465,7,10,2,2,soltero,familiar,0
531,2023-01-26 15:39:00,60.59100808401,transferencia,Region_A,739,2,61,44255.76620998647,40552.742425919685,8,15,2,1,viudo,familiar,0
532,2023-01-04 00:40:00,136.7059776807309,retiro,Region_D,458,3,76,30981.01198643693,26281.983632774696,8,22,1,2,soltero,otro,0
533,2023-01-25 11:50:00,24.02481295490066,retiro,Region_C,413,5,51,58654.64139638671,72177.15267959694,10,2,3,1,soltero,otro,0
534,2023-01-12 21:01:00,1.0729645167022197,pago,Region_C,835,4,29,184889.06267339663,76662.8633254164,0,21,3,2,soltero,familiar,0
535,2023-01-23 10:27:00,149.86010424487034,solicitud_credito,Region_C,462,5,23,32253.72435563238,68419.2751699243,0,10,2,1,soltero,alquilada,0
536,2023-01-04 19:26:00,172.40036322813376,solicitud_credito,Region_D,585,2,27,23062.2840035583,54558.69266547899,5,23,6,3,viudo,alquilada,0
537,2023-01-06 18:55:00,6.132253860637366,transferencia,Region_A,354,1,42,85107.41329856668,40207.1496610354,0,2,1,1,viudo,otro,0
538,2023-01-15 20:04:00,94.39382313768961,retiro,Region_B,332,4,5,50771.49523836052,98427.25082200575,8,20,1,2,soltero,otro,0
539,2023-01-26 20:59:00,47.51476914734123,retiro,Region_A,495,4,65,51897.566613784824,2801.382805085029,0,20,3,2,divorciado,familiar,0
540,2023-01-17 08:56:00,157.93727102526944,pago,Region_D,747,5,73,26111.84432301047,12385.794233818304,4,13,1,1,soltero,propia,0
541,2023-01-22 23:47:00,207.47689090228363,retiro,Region_A,391,1,77,46630.71289141814,59873.915095843935,0,26,1,4,soltero,alquilada,0
542,2023-01-08 17:30:00,190.3834253874686,retiro,Region_B,527,1,24,35932.345925092515,75582.2558999617,10,12,2,3,casado,otro,0
543,2023-01-16 06:12:00,150.1499834624418,retiro,Region_A,585,3,64,38113.84641578097,95760.32337096837,4,0,3,2,soltero,alquilada,0
544,2023-01-29 01:39:00,31.341327013260546,transferencia,Region_B,534,3,31,30766.044884224037,49046.91144179981,3,26,3,3,viudo,alquilada,0
545,2023-01-01 19:27:00,167.07264860744561,retiro,Region_D,401,2,19,72800.63849752527,26588.18492737881,5,12,2,4,viudo,propia,0
546,2023-01-19 21:12:00,76.24511202227842,pago,Region_C,439,3,80,35776.15117487089,86332.56955309499,7,4,1,4,viudo,otro,0
547,2023-01-01 17:42:00,5.419921230347149,retiro,Region_B,565,7,54,67084.5324838559,44058.21541832565,8,25,0,1,viudo,familiar,0
548,2023-01-13 21:00:00,61.05333501001512,pago,Region_D,641,3,86,25500.519008361156,12906.642785244649,4,17,2,4,viudo,propia,0
549,2023-01-17 20:04:00,285.0038689158927,transferencia,Region_C,834,2,39,77859.2824142053,52207.89163802907,7,24,0,4,casado,otro,0
550,2023-01-15 23:05:00,218.80013896192128,transferencia,Region_B,822,2,87,53047.35806343383,52552.09383787094,5,5,5,2,soltero,familiar,0
551,2023-01-16 01:29:00,10.787955354590311,pago,Region_C,315,4,62,63184.33527498634,22922.117771835226,7,26,1,3,viudo,alquilada,0
552,2023-01-08 18:14:00,136.3072823060959,transferencia,Region_A,635,4,24,16150.69854731598,14198.18825512943,4,17,3,1,divorciado,familiar,0
553,2023-01-16 22:05:00,163.88299882601748,solicitud_credito,Region_D,689,1,22,62601.11800837651,14249.482705141847,7,10,0,4,viudo,alquilada,0
554,2023-01-27 00:57:00,31.661418295078025,solicitud_credito,Region_D,469,3,43,93651.19542829842,82334.63279817418,5,25,1,1,casado,propia,0
555,2023-01-07 11:48:00,63.7917926641693,solicitud_credito,Region_D,418,2,64,53322.86493189017,50103.83849205697,8,21,1,4,viudo,familiar,0
556,2023-01-17 11:14:00,124.12868667010109,solicitud_credito,Region_D,341,2,83,101039.31911661084,73635.33657396787,3,14,0,4,casado,propia,0
557,2023-01-27 11:02:00,57.8108331312166,solicitud_credito,Region_B,309,3,38,13878.238488411269,96247.61416721491,0,10,3,2,soltero,alquilada,0
558,2023-01-07 04:44:00,11.968137007844948,transferencia,Region_A,729,3,83,30553.648902453864,79199.66389173936,0,4,2,4,divorciado,propia,0
559,2023-01-26 18:18:00,122.37757435400177,pago,Region_C,767,6,19,58385.36155768395,15697.328937491595,2,4,1,2,soltero,otro,0
560,2023-01-17 22:34:00,242.63210718315125,transferencia,Region_D,348,6,35,30591.808172769062,41989.362690955604,4,15,0,1,divorciado,alquilada,0
561,2023-01-05 17:21:00,105.69466679102926,retiro,Region_D,506,6,81,93103.8504926558,49606.41222748522,9,13,4,1,divorciado,alquilada,0
562,2023-01-27 02:54:00,148.63390246293503,solicitud_credito,Region_B,813,0,63,28626.008187652867,70126.47993722044,3,23,0,2,casado,otro,0
563,2023-01-05 16:11:00,44.373183208007525,solicitud_credito,Region_B,509,2,86,64890.952463052105,96490.10035862665,9,0,1,2,divorciado,familiar,0
564,2023-01-17 09:45:00,20.23588636602317,transferencia,Region_B,438,5,26,35941.696262550824,28505.327324915917,9,19,1,3,divorciado,propia,0
565,2023-01-13 00:57:00,102.93856970270605,retiro,Region_A,336,4,31,10728.428072229137,86121.2309145121,7,23,2,4,divorciado,otro,0
566,2023-01-25 12:27:00,39.71565289067079,transferencia,Region_C,517,1,85,141175.12031904334,7215.790131301092,7,4,2,2,divorciado,familiar,0
567,2023-01-05 21:36:00,196.66381299462213,pago,Region_A,755,2,82,42967.4333719597,87197.17391558022,1,9,0,2,viudo,familiar,0
568,2023-01-08 23:56:00,13.082426019119856,solicitud_credito,Region_D,811,2,57,57976.98224503715,69460.89529082995,4,13,3,4,casado,otro,0
569,2023-01-02 01:42:00,56.82141224259928,transferencia,Region_B,577,1,39,66815.23882198887,2853.873444122279,5,30,1,1,viudo,familiar,0
570,2023-01-16 01:17:00,50.538644374220745,pago,Region_D,479,1,32,35385.299784637864,61075.7676453537,8,18,3,1,soltero,propia,0
571,2023-01-28 03:21:00,278.14898771021166,solicitud_credito,Region_C,816,2,42,67178.48251902845,93134.71182747319,1,2,2,2,casado,otro,0
572,2023-01-20 03:29:00,16.621374765044198,solicitud_credito,Region_C,429,2,81,50882.98961234328,43256.04939157505,8,16,5,4,divorciado,alquilada,0
573,2023-01-17 04:42:00,0.9895625611658154,solicitud_credito,Region_A,658,2,68,33017.73996981584,11727.641006405898,3,28,3,2,casado,otro,0
574,2023-01-14 05:45:00,27.192055737955183,retiro,Region_A,303,1,49,36141.96070510604,98861.56882114678,6,11,0,3,divorciado,propia,0
575,2023-01-13 10:44:00,171.6337722023048,transferencia,Region_B,382,7,59,50461.719768354524,41671.250063462605,10,11,1,4,casado,otro,0
576,2023-01-16 15:56:00,23.48642410877316,solicitud_credito,Region_B,150,5,34,58944.76614429659,52783.33521327845,9,3,3,4,soltero,familiar,0
577,2023-01-19 17:22:00,27.559286061049022,solicitud_credito,Region_D,805,2,51,47585.98951547465,96730.6278084785,7,6,3,2,casado,alquilada,0
578,2023-01-20 15:35:00,13.914575747340626,pago,Region_B,808,2,86,45274.87043846574,58480.13499756928,8,6,2,3,viudo,otro,0
579,2023-01-10 14:07:00,125.67978089953988,transferencia,Region_B,396,1,64,34434.670021169346,67617.39992180977,1,27,2,2,casado,otro,0
580,2023-01-30 09:48:00,7.168311964600423,pago,Region_D,581,1,59,51224.162181536674,70994.94631575105,6,13,2,4,viudo,propia,0
581,2023-01-19 08:32:00,40.22826310574191,transferencia,Region_C,837,2,67,54516.74972946663,75348.63745942203,4,23,3,3,soltero,familiar,0
582,2023-01-13 07:49:00,33.19805566056354,solicitud_credito,Region_B,728,4,70,88672.33591684708,80016.32087373742,0,15,3,2,divorciado,propia,0
583,2023-01-29 18:59:00,81.00400046001427,retiro,Region_B,842,3,31,30672.600435658722,7477.560384220461,0,30,0,4,soltero,familiar,0
584,2023-01-19 05:36:00,131.08762319558218,pago,Region_D,425,2,84,75612.45411591431,93433.83203754626,7,14,3,1,soltero,propia,0
585,2023-01-28 23:02:00,76.11614625148901,retiro,Region_D,600,6,37,64606.21098653699,54535.398189158725,4,20,4,1,soltero,alquilada,0
586,2023-01-26 18:00:00,267.40255551414214,retiro,Region_D,842,10,78,47269.59067723973,53385.865131201484,9,12,4,3,soltero,otro,0
587,2023-01-01 22:04:00,302.50094765273695,retiro,Region_D,666,0,40,87627.83864520048,83552.28036582864,8,3,0,1,casado,familiar,0
588,2023-01-18 20:51:00,44.85793034936283,transferencia,Region_D,344,3,40,47733.1665426883,30676.2171191984,1,18,2,4,divorciado,propia,0
589,2023-01-25 22:29:00,150.36391860416416,transferencia,Region_B,792,2,38,55045.59526891315,65592.07391957204,3,30,3,3,viudo,familiar,0
590,2023-01-17 12:43:00,134.24741774139056,retiro,Region_A,615,20,61,42442.582940178014,31701.12174187406,9,10,4,4,divorciado,familiar,0
591,2023-01-14 19:10:00,223.45955806152566,solicitud_credito,Region_A,488,5,22,63233.984776367666,76085.78245653947,5,21,1,1,divorciado,familiar,0
